fips,location,svi_rpl_themes,ep_pov150,ep_uninsur,ep_noveh,ep_age65,centroid_lat,centroid_lon
04013422224,Census Tract 4222.24; Maricopa County; Arizona,0.0,,,,,33.390164,-111.861189
04013422225,Census Tract 4222.25; Maricopa County; Arizona,0.0,,,,,33.390639,-111.87028
04013422226,Census Tract 4222.26; Maricopa County; Arizona,0.0,,,,,33.38877,-111.878608
04013422227,Census Tract 4222.27; Maricopa County; Arizona,0.1284,12.9,7.9,2.9,20.7,33.381937,-111.886366
04013422301,Census Tract 4223.01; Maricopa County; Arizona,0.891,22.1,21.3,2.9,8.0,33.385905,-111.82788
04013422302,Census Tract 4223.02; Maricopa County; Arizona,0.7026,23.4,11.6,3.8,9.8,33.385173,-111.800035
04013422304,Census Tract 4223.04; Maricopa County; Arizona,0.2025,11.5,2.5,2.8,5.4,33.34742,-111.836141
04013422305,Census Tract 4223.05; Maricopa County; Arizona,0.3576,17.6,6.2,1.7,15.5,33.340738,-111.81668
04013422307,Census Tract 4223.07; Maricopa County; Arizona,0.3308,9.1,10.1,1.5,8.5,33.364804,-111.829114
04013422308,Census Tract 4223.08; Maricopa County; Arizona,0.5792,13.8,6.6,0.4,14.7,33.372498,-111.797392
04013422309,Census Tract 4223.09; Maricopa County; Arizona,0.1853,3.4,2.5,5.5,15.7,33.357071,-111.816334
04013422401,Census Tract 4224.01; Maricopa County; Arizona,0.6314,17.3,5.5,4.2,15.4,33.357167,-111.799391
04013422402,Census Tract 4224.02; Maricopa County; Arizona,0.5078,18.9,16.9,1.1,9.6,33.357401,-111.780334
04013422403,Census Tract 4224.03; Maricopa County; Arizona,0.5765,10.9,5.3,2.4,13.5,33.343207,-111.799279
04013422404,Census Tract 4224.04; Maricopa County; Arizona,0.0768,8.5,15.1,0.7,12.1,33.342787,-111.782686
04013422501,Census Tract 4225.01; Maricopa County; Arizona,0.3858,15.4,11.5,2.4,9.0,33.400093,-111.76403
04013422502,Census Tract 4225.02; Maricopa County; Arizona,0.5916,18.7,16.8,8.2,10.8,33.402717,-111.780346
04013422503,Census Tract 4225.03; Maricopa County; Arizona,0.4748,10.2,12.7,0.9,8.6,33.38628,-111.781051
04013422504,Census Tract 4225.04; Maricopa County; Arizona,0.5358,9.6,19.2,2.6,10.6,33.38637,-111.763316
04013422506,Census Tract 4225.06; Maricopa County; Arizona,0.4642,10.2,2.5,0.9,15.0,33.372545,-111.764016
04013422507,Census Tract 4225.07; Maricopa County; Arizona,0.0919,7.0,8.0,0.0,16.7,33.371288,-111.750153
04013422508,Census Tract 4225.08; Maricopa County; Arizona,0.2645,9.5,7.3,3.6,12.6,33.373708,-111.78263
04013422509,Census Tract 4225.09; Maricopa County; Arizona,0.3736,12.9,6.5,1.4,12.3,33.359424,-111.766616
04013422510,Census Tract 4225.10; Maricopa County; Arizona,0.2432,8.1,5.7,0.0,9.6,33.359286,-111.749879
04013422511,Census Tract 4225.11; Maricopa County; Arizona,0.0801,5.0,2.9,0.5,10.5,33.343412,-111.764666
04013422512,Census Tract 4225.12; Maricopa County; Arizona,0.204,6.8,5.3,0.7,7.4,33.342236,-111.747951
04013422513,Census Tract 4225.13; Maricopa County; Arizona,0.6317,6.5,6.0,7.4,20.2,33.401849,-111.745644
04013422514,Census Tract 4225.14; Maricopa County; Arizona,0.6434,23.1,14.3,3.1,8.2,33.386464,-111.7445
04013422607,Census Tract 4226.07; Maricopa County; Arizona,0.3827,17.1,0.0,11.5,71.5,33.401328,-111.728293
04013422609,Census Tract 4226.09; Maricopa County; Arizona,0.7243,18.4,17.3,6.9,29.6,33.401969,-111.677909
04013422610,Census Tract 4226.10; Maricopa County; Arizona,0.4523,14.5,2.9,5.7,67.1,33.404488,-111.657276
04013422615,Census Tract 4226.15; Maricopa County; Arizona,0.6157,14.6,10.3,3.0,8.1,33.392763,-111.608122
04013422617,Census Tract 4226.17; Maricopa County; Arizona,0.2993,10.2,9.2,1.5,10.5,33.374045,-111.676583
04013422618,Census Tract 4226.18; Maricopa County; Arizona,0.0989,10.4,0.5,2.5,85.2,33.371966,-111.663449
04013422620,Census Tract 4226.20; Maricopa County; Arizona,0.2208,10.0,4.2,1.5,9.2,33.373908,-111.731268
04013422621,Census Tract 4226.21; Maricopa County; Arizona,0.3023,8.9,2.6,1.0,12.3,33.37315,-111.714866
04013422622,Census Tract 4226.22; Maricopa County; Arizona,0.3398,12.8,10.3,0.8,8.6,33.370557,-111.696844
04013422623,Census Tract 4226.23; Maricopa County; Arizona,0.2638,11.1,4.1,2.2,4.5,33.35403,-111.695843
04013422624,Census Tract 4226.24; Maricopa County; Arizona,0.4867,19.9,1.5,3.7,79.7,33.411212,-111.727854
04013422625,Census Tract 4226.25; Maricopa County; Arizona,0.9968,33.1,22.7,23.1,32.4,33.412755,-111.70312
04013422626,Census Tract 4226.26; Maricopa County; Arizona,0.6082,23.7,3.4,12.5,67.5,33.411454,-111.671596
04013422627,Census Tract 4226.27; Maricopa County; Arizona,0.8806,31.8,18.7,7.1,18.3,33.410663,-111.649324
04013422628,Census Tract 4226.28; Maricopa County; Arizona,0.9963,42.0,21.3,7.9,15.3,33.411851,-111.617345
04013422629,Census Tract 4226.29; Maricopa County; Arizona,0.6255,11.2,16.3,0.9,18.8,33.410418,-111.597504
04013422630,Census Tract 4226.30; Maricopa County; Arizona,0.764,38.3,12.9,0.4,25.0,33.399502,-111.62525
04013422632,Census Tract 4226.32; Maricopa County; Arizona,0.7087,29.0,17.0,2.6,27.6,33.400603,-111.641316
04013422633,Census Tract 4226.33; Maricopa County; Arizona,0.6565,32.4,14.4,5.9,15.5,33.385413,-111.679034
04013422634,Census Tract 4226.34; Maricopa County; Arizona,0.78,22.6,25.0,2.3,20.3,33.386693,-111.657063
04013422636,Census Tract 4226.36; Maricopa County; Arizona,0.298,17.2,14.0,1.4,13.6,33.384774,-111.729671
04013422637,Census Tract 4226.37; Maricopa County; Arizona,0.562,7.6,11.6,4.4,9.9,33.401564,-111.713835
04013422638,Census Tract 4226.38; Maricopa County; Arizona,0.73,19.4,10.3,5.4,6.9,33.385569,-111.710884
04013422639,Census Tract 4226.39; Maricopa County; Arizona,0.0508,11.9,0.6,1.2,72.1,33.396952,-111.699006
04013422640,Census Tract 4226.40; Maricopa County; Arizona,0.5234,8.5,12.8,7.1,33.7,33.372917,-111.644315
04013422642,Census Tract 4226.42; Maricopa County; Arizona,0.2439,8.2,2.9,2.7,15.2,33.372795,-111.629684
04013422643,Census Tract 4226.43; Maricopa County; Arizona,0.1522,5.5,3.2,1.0,8.4,33.359518,-111.618582
04013422647,Census Tract 4226.47; Maricopa County; Arizona,0.0283,1.3,7.7,0.0,9.4,33.334335,-111.61507
04013422648,Census Tract 4226.48; Maricopa County; Arizona,0.0307,0.6,0.7,1.1,6.0,33.335218,-111.596889
04013422649,Census Tract 4226.49; Maricopa County; Arizona,0.0498,2.3,1.3,0.0,5.9,33.334905,-111.588763
04013422650,Census Tract 4226.50; Maricopa County; Arizona,0.066,5.0,1.3,0.0,40.2,33.35852,-111.594856
04013422651,Census Tract 4226.51; Maricopa County; Arizona,0.0567,5.3,3.6,1.5,9.9,33.373512,-111.609978
04013422652,Census Tract 4226.52; Maricopa County; Arizona,0.0977,17.1,0.4,5.4,88.5,33.374746,-111.592874
04013422653,Census Tract 4226.53; Maricopa County; Arizona,0.5316,9.2,12.5,3.0,23.5,33.399121,-111.589018
04013422654,Census Tract 4226.54; Maricopa County; Arizona,0.2003,4.9,6.2,0.6,8.9,33.357679,-111.671317
04013422655,Census Tract 4226.55; Maricopa County; Arizona,0.2798,10.0,7.2,1.6,11.4,33.359314,-111.646645
04013422656,Census Tract 4226.56; Maricopa County; Arizona,0.0726,4.4,6.5,0.0,8.1,33.350062,-111.730486
04013422657,Census Tract 4226.57; Maricopa County; Arizona,0.159,7.3,4.3,7.8,9.7,33.358462,-111.714752
04013422658,Census Tract 4226.58; Maricopa County; Arizona,0.1178,5.1,4.2,11.9,9.8,33.345883,-111.714185
04013422659,Census Tract 4226.59; Maricopa County; Arizona,0.4546,10.2,4.4,1.9,43.4,33.390304,-111.642814
04013422660,Census Tract 4226.60; Maricopa County; Arizona,0.6764,14.5,13.1,5.8,12.9,33.390451,-111.626832
04013522801,Census Tract 5228.01; Maricopa County; Arizona,0.0,,,,,33.309702,-111.664203
04013522802,Census Tract 5228.02; Maricopa County; Arizona,0.2687,33.9,12.8,12.6,3.5,33.303764,-111.678499
04013522901,Census Tract 5229.01; Maricopa County; Arizona,0.4684,11.7,8.8,0.0,9.9,33.328241,-111.832548
04013522903,Census Tract 5229.03; Maricopa County; Arizona,0.9954,37.5,24.6,11.2,8.7,33.313111,-111.837194
04013522904,Census Tract 5229.04; Maricopa County; Arizona,0.7289,27.4,19.7,1.5,6.6,33.31346,-111.828968
04013523002,Census Tract 5230.02; Maricopa County; Arizona,0.9307,39.0,10.9,19.1,11.6,33.314181,-111.851295
04013523005,Census Tract 5230.05; Maricopa County; Arizona,0.3908,9.0,4.5,3.1,14.6,33.328543,-111.868634
04013523006,Census Tract 5230.06; Maricopa County; Arizona,0.6915,17.5,15.8,4.0,11.4,33.313976,-111.86915
04013523007,Census Tract 5230.07; Maricopa County; Arizona,0.2766,9.6,23.2,1.0,7.9,33.328855,-111.846807
04013523008,Census Tract 5230.08; Maricopa County; Arizona,0.5541,18.3,8.4,2.7,12.6,33.329322,-111.854112
04013523102,Census Tract 5231.02; Maricopa County; Arizona,0.815,25.4,15.2,7.1,4.0,33.299737,-111.835864
04013523103,Census Tract 5231.03; Maricopa County; Arizona,0.7679,12.9,14.9,8.1,16.5,33.30006,-111.868818
04013523104,Census Tract 5231.04; Maricopa County; Arizona,0.7652,25.4,11.5,7.8,6.2,33.298543,-111.84993
04013610001,Census Tract 6100.01; Maricopa County; Arizona,0.3206,7.2,13.8,2.6,24.1,33.942814,-112.119653
04013610002,Census Tract 6100.02; Maricopa County; Arizona,0.5278,18.2,9.1,0.0,17.0,33.93608,-112.198043
04013610100,Census Tract 6101; Maricopa County; Arizona,0.2545,16.7,4.1,0.0,14.7,33.89376,-112.113827
04013610201,Census Tract 6102.01; Maricopa County; Arizona,0.1014,13.4,0.3,2.0,32.0,33.867647,-112.11767
04013610202,Census Tract 6102.02; Maricopa County; Arizona,0.0311,1.1,0.7,0.8,40.0,33.859345,-112.105665
04013610301,Census Tract 6103.01; Maricopa County; Arizona,0.3531,11.7,5.8,7.9,15.1,33.853259,-112.140185
04013610302,Census Tract 6103.02; Maricopa County; Arizona,0.0443,4.5,4.5,0.0,10.8,33.854408,-112.127615
04013610400,Census Tract 6104; Maricopa County; Arizona,0.2549,7.7,2.1,4.0,11.8,33.848538,-112.11089
04013610500,Census Tract 6105; Maricopa County; Arizona,0.0322,3.6,1.9,1.4,16.3,33.842986,-112.094469
04013610600,Census Tract 6106; Maricopa County; Arizona,0.3541,9.2,6.6,4.3,10.1,33.810629,-112.112912
04013610700,Census Tract 6107; Maricopa County; Arizona,0.1526,6.0,5.9,0.2,21.8,33.866259,-112.016727
04013610800,Census Tract 6108; Maricopa County; Arizona,0.0421,6.3,2.6,3.1,9.4,33.775615,-112.2441
04013610901,Census Tract 6109.01; Maricopa County; Arizona,0.1372,31.7,1.8,0.0,6.9,33.709952,-112.243834
04013610902,Census Tract 6109.02; Maricopa County; Arizona,0.1071,1.4,3.2,2.6,12.6,33.708437,-112.288807
04013610903,Census Tract 6109.03; Maricopa County; Arizona,0.0022,2.9,1.8,0.0,10.7,33.743752,-112.276322
04013611000,Census Tract 6110; Maricopa County; Arizona,0.0644,10.0,3.1,0.0,17.5,33.735909,-112.243988
04013611100,Census Tract 6111; Maricopa County; Arizona,0.0577,2.2,8.9,1.6,6.5,33.722234,-112.251087
04013611200,Census Tract 6112; Maricopa County; Arizona,0.2205,4.9,3.7,0.0,10.6,33.711451,-112.213545
04013611300,Census Tract 6113; Maricopa County; Arizona,0.3867,4.7,7.7,1.6,8.7,33.767657,-112.148888
04013611400,Census Tract 6114; Maricopa County; Arizona,0.1715,2.8,5.1,3.3,18.7,33.729307,-112.193716
04013611500,Census Tract 6115; Maricopa County; Arizona,0.0602,10.8,2.1,0.0,10.3,33.72593,-112.176379
04013611600,Census Tract 6116; Maricopa County; Arizona,0.0676,5.9,8.7,0.9,13.7,33.721482,-112.149184
04013611700,Census Tract 6117; Maricopa County; Arizona,0.1225,8.7,8.6,0.0,17.8,33.706868,-112.179057
04013611800,Census Tract 6118; Maricopa County; Arizona,0.1607,8.5,7.7,0.4,8.3,33.70633,-112.144607
04013611900,Census Tract 6119; Maricopa County; Arizona,0.4121,13.1,6.3,0.0,9.4,33.723908,-112.138525
04013612000,Census Tract 6120; Maricopa County; Arizona,0.2051,1.4,1.7,4.5,17.6,33.780638,-112.087254
04013612200,Census Tract 6122; Maricopa County; Arizona,0.2006,5.3,2.6,1.2,13.0,33.748619,-112.079516
04013612301,Census Tract 6123.01; Maricopa County; Arizona,0.5874,12.6,15.8,1.4,5.7,33.710841,-112.071546
04013612302,Census Tract 6123.02; Maricopa County; Arizona,0.4202,11.6,2.1,2.3,7.7,33.735938,-112.11243
04013612401,Census Tract 6124.01; Maricopa County; Arizona,0.0683,8.2,5.3,0.0,8.7,33.699404,-112.040441
04013612402,Census Tract 6124.02; Maricopa County; Arizona,0.1054,3.9,5.5,2.9,6.8,33.748862,-112.03655
04013612500,Census Tract 6125; Maricopa County; Arizona,0.0535,6.0,5.4,0.0,21.1,33.784293,-111.987741
04013612600,Census Tract 6126; Maricopa County; Arizona,0.0201,2.7,2.5,4.3,16.5,33.764781,-111.98914
04013612700,Census Tract 6127; Maricopa County; Arizona,0.0596,6.5,5.1,0.8,32.9,33.758917,-111.979382
04013612800,Census Tract 6128; Maricopa County; Arizona,0.1315,10.7,3.5,7.4,17.0,33.746213,-111.986654
04013612900,Census Tract 6129; Maricopa County; Arizona,0.0552,5.3,2.6,0.4,18.8,33.748189,-111.970852
04013613000,Census Tract 6130; Maricopa County; Arizona,0.0024,6.1,1.1,0.4,20.7,33.779984,-111.960559
04013613100,Census Tract 6131; Maricopa County; Arizona,0.0923,6.9,1.6,2.1,64.7,33.790553,-111.945689
04013613200,Census Tract 6132; Maricopa County; Arizona,0.062,9.4,6.0,0.6,22.4,33.757501,-111.945485
04013613300,Census Tract 6133; Maricopa County; Arizona,0.0604,2.8,4.1,0.0,18.5,33.721688,-111.974377
04013613400,Census Tract 6134; Maricopa County; Arizona,0.2037,9.6,6.2,2.4,24.9,33.6786,-112.298149
04013613500,Census Tract 6135; Maricopa County; Arizona,0.3976,14.5,4.2,2.9,18.6,33.685388,-112.284577
04013613601,Census Tract 6136.01; Maricopa County; Arizona,0.5789,9.5,3.1,14.6,22.8,33.674825,-112.27344
04013613602,Census Tract 6136.02; Maricopa County; Arizona,0.0406,3.4,2.3,0.0,9.7,33.689827,-112.262811
04013613700,Census Tract 6137; Maricopa County; Arizona,0.0847,9.2,6.4,1.8,9.0,33.672867,-112.252958
04013613800,Census Tract 6138; Maricopa County; Arizona,0.1221,7.1,2.3,0.0,15.2,33.683844,-112.24661
04013613900,Census Tract 6139; Maricopa County; Arizona,0.215,7.9,3.5,1.0,16.6,33.678237,-112.231029
04013614000,Census Tract 6140; Maricopa County; Arizona,0.0641,5.0,6.1,0.0,13.3,33.68844,-112.214191
04013614100,Census Tract 6141; Maricopa County; Arizona,0.585,4.9,6.5,3.3,16.2,33.673701,-112.218623
04013614200,Census Tract 6142; Maricopa County; Arizona,0.2514,8.3,1.8,4.2,22.6,33.684329,-112.193443
04013614300,Census Tract 6143; Maricopa County; Arizona,0.0465,6.7,2.6,0.8,28.1,33.685222,-112.168445
04013614400,Census Tract 6144; Maricopa County; Arizona,0.6562,32.5,13.7,0.9,20.4,33.676396,-112.142051
04013614500,Census Tract 6145; Maricopa County; Arizona,0.7349,29.9,8.3,2.7,9.8,33.692555,-112.125195
04013614601,Census Tract 6146.01; Maricopa County; Arizona,0.4368,15.9,4.7,5.3,8.1,33.676124,-112.130259
04013614602,Census Tract 6146.02; Maricopa County; Arizona,0.1744,8.9,9.4,1.5,9.8,33.677519,-112.121753
04013614700,Census Tract 6147; Maricopa County; Arizona,0.7156,31.4,10.5,7.1,9.2,33.685644,-112.079622
04013614800,Census Tract 6148; Maricopa County; Arizona,0.604,14.1,6.3,0.4,10.1,33.672791,-112.089348
04013614900,Census Tract 6149; Maricopa County; Arizona,0.3838,13.1,5.1,1.5,16.3,33.678137,-112.049239
04013615001,Census Tract 6150.01; Maricopa County; Arizona,0.3306,2.9,1.0,3.1,22.1,33.690486,-112.006801
04013615002,Census Tract 6150.02; Maricopa County; Arizona,0.2152,2.3,1.6,4.5,13.9,33.678456,-112.005125
04013615100,Census Tract 6151; Maricopa County; Arizona,0.011,7.9,3.1,0.0,7.5,33.690019,-111.978839
04013615201,Census Tract 6152.01; Maricopa County; Arizona,0.259,23.0,10.3,2.5,6.2,33.667802,-111.949875
04013615202,Census Tract 6152.02; Maricopa County; Arizona,0.2534,15.0,15.3,10.6,32.1,33.68395,-111.965511
04013615300,Census Tract 6153; Maricopa County; Arizona,0.5462,32.9,3.2,9.3,73.0,33.661331,-112.299678
04013615400,Census Tract 6154; Maricopa County; Arizona,0.4204,10.5,2.6,8.3,77.8,33.66096,-112.281905
04013615500,Census Tract 6155; Maricopa County; Arizona,0.1073,13.0,0.9,0.0,70.2,33.660328,-112.263767
04013615600,Census Tract 6156; Maricopa County; Arizona,0.5185,23.8,3.3,3.6,58.8,33.661147,-112.241913
04013615700,Census Tract 6157; Maricopa County; Arizona,0.0476,7.0,6.5,0.5,21.0,33.65955,-112.229512
04013615800,Census Tract 6158; Maricopa County; Arizona,0.4973,15.1,5.7,2.8,19.8,33.660252,-112.212791
04013615900,Census Tract 6159; Maricopa County; Arizona,0.2795,21.0,2.3,0.0,13.6,33.66106,-112.195423
04013616000,Census Tract 6160; Maricopa County; Arizona,0.6164,29.2,12.4,1.7,13.1,33.662225,-112.177147
04013616100,Census Tract 6161; Maricopa County; Arizona,0.5243,21.0,10.6,5.0,8.8,33.664696,-112.161864
04013616200,Census Tract 6162; Maricopa County; Arizona,0.2909,16.8,6.4,2.5,18.8,33.659322,-112.162133
04013616300,Census Tract 6163; Maricopa County; Arizona,0.1935,10.6,3.5,2.6,26.9,33.664321,-112.145811
04013616400,Census Tract 6164; Maricopa County; Arizona,0.5596,15.9,1.5,4.6,25.2,33.663488,-112.125116
04013616500,Census Tract 6165; Maricopa County; Arizona,0.6883,21.6,9.7,6.8,16.7,33.661767,-112.107822
04013616600,Census Tract 6166; Maricopa County; Arizona,0.4511,14.9,12.0,7.4,10.3,33.663242,-112.091731
04013616700,Census Tract 6167; Maricopa County; Arizona,0.2756,9.2,11.5,0.0,9.7,33.662357,-112.075488
04013616800,Census Tract 6168; Maricopa County; Arizona,0.723,19.9,26.9,3.6,8.8,33.661682,-112.057265
04013616900,Census Tract 6169; Maricopa County; Arizona,0.3601,8.7,5.2,4.6,11.9,33.664087,-112.037474
04013617001,Census Tract 6170.01; Maricopa County; Arizona,0.0,,,,,33.675225,-112.019874
04013617002,Census Tract 6170.02; Maricopa County; Arizona,0.5341,18.8,9.8,7.0,18.9,33.665094,-112.025781
04013617100,Census Tract 6171; Maricopa County; Arizona,0.0824,10.7,4.5,1.7,14.4,33.667838,-112.006507
04013617200,Census Tract 6172; Maricopa County; Arizona,0.0243,3.0,2.2,0.0,11.3,33.660444,-112.006537
04013617300,Census Tract 6173; Maricopa County; Arizona,0.1607,12.2,4.7,0.0,11.1,33.658482,-111.991958
04013617400,Census Tract 6174; Maricopa County; Arizona,0.4318,12.8,2.7,5.6,49.8,33.649609,-112.303882
04013617500,Census Tract 6175; Maricopa County; Arizona,0.4486,15.1,1.2,14.1,65.6,33.644898,-112.264204
04013617600,Census Tract 6176; Maricopa County; Arizona,0.6342,18.1,4.2,17.3,21.1,33.643774,-112.24461
04013617700,Census Tract 6177; Maricopa County; Arizona,0.7519,25.2,11.9,7.1,6.8,33.64318,-112.232179
04013617800,Census Tract 6178; Maricopa County; Arizona,0.19,11.5,6.2,0.5,24.3,33.648336,-112.206081
04013617900,Census Tract 6179; Maricopa County; Arizona,0.4976,15.9,5.0,1.6,18.9,33.644888,-112.198268
04013618000,Census Tract 6180; Maricopa County; Arizona,0.0933,19.3,4.4,2.4,11.8,33.64684,-112.178695
04013618100,Census Tract 6181; Maricopa County; Arizona,0.2963,6.2,5.9,1.1,15.4,33.647002,-112.161456
04013618200,Census Tract 6182; Maricopa County; Arizona,0.7598,19.5,15.5,2.7,12.8,33.651508,-112.144432
04013618300,Census Tract 6183; Maricopa County; Arizona,0.3354,19.0,8.5,1.1,15.7,33.643854,-112.143129
04013618400,Census Tract 6184; Maricopa County; Arizona,0.727,32.5,16.5,3.4,13.7,33.651478,-112.124149
04013618500,Census Tract 6185; Maricopa County; Arizona,0.6705,15.1,11.3,3.6,6.7,33.643503,-112.126166
04013618600,Census Tract 6186; Maricopa County; Arizona,0.7864,15.5,22.5,10.3,14.7,33.648305,-112.10727
04013618700,Census Tract 6187; Maricopa County; Arizona,0.3063,18.2,12.5,3.6,11.8,33.651058,-112.091711
04013618800,Census Tract 6188; Maricopa County; Arizona,0.9188,35.8,12.9,11.5,8.7,33.643823,-112.092991
04013618900,Census Tract 6189; Maricopa County; Arizona,0.724,23.6,9.4,6.9,16.3,33.64727,-112.074855
04013619000,Census Tract 6190; Maricopa County; Arizona,0.5416,15.1,12.1,1.8,20.2,33.65158,-112.05762
04013619100,Census Tract 6191; Maricopa County; Arizona,0.8546,25.6,16.1,14.1,4.0,33.64468,-112.06369
04013619200,Census Tract 6192; Maricopa County; Arizona,0.6824,30.4,16.9,6.1,5.9,33.644041,-112.054745
04013619300,Census Tract 6193; Maricopa County; Arizona,0.8949,26.5,14.5,5.3,14.4,33.651339,-112.03926
04013619400,Census Tract 6194; Maricopa County; Arizona,0.6517,8.2,8.2,3.7,10.1,33.644865,-112.041124
04013619500,Census Tract 6195; Maricopa County; Arizona,0.4972,14.7,9.8,1.4,11.2,33.648144,-112.023974
04013619601,Census Tract 6196.01; Maricopa County; Arizona,0.0,,,,,33.648122,-111.998812
04013619602,Census Tract 6196.02; Maricopa County; Arizona,0.4065,16.9,7.3,7.0,15.1,33.649571,-112.008508
04013619700,Census Tract 6197; Maricopa County; Arizona,0.6336,24.9,19.5,3.9,15.2,33.651595,-111.987224
04013619800,Census Tract 6198; Maricopa County; Arizona,0.3831,7.4,6.7,3.3,8.3,33.64514,-111.986251
04013619900,Census Tract 6199; Maricopa County; Arizona,0.3136,6.1,2.8,3.1,19.0,33.645311,-111.96358
04013723304,Census Tract 7233.04; Maricopa County; Arizona,0.6187,24.8,6.6,2.9,23.6,33.271794,-112.453106
04013723305,Census Tract 7233.05; Maricopa County; Arizona,0.9254,42.4,32.0,7.9,13.4,33.005661,-112.931423
04013723306,Census Tract 7233.06; Maricopa County; Arizona,0.5548,69.6,8.3,0.0,2.7,33.066003,-112.591497
04013723307,Census Tract 7233.07; Maricopa County; Arizona,0.0886,8.4,6.6,0.0,20.1,33.36831,-112.43866
04013723309,Census Tract 7233.09; Maricopa County; Arizona,0.0606,5.1,12.7,0.7,22.5,33.341334,-112.427567
04013723310,Census Tract 7233.10; Maricopa County; Arizona,0.0213,5.4,4.5,2.9,22.4,33.334141,-112.437038
04013723311,Census Tract 7233.11; Maricopa County; Arizona,0.0248,7.9,5.3,1.2,17.1,33.327619,-112.446199
04013810000,Census Tract 8100; Maricopa County; Arizona,0.0815,14.9,6.3,0.0,6.3,33.328152,-111.957229
04013810100,Census Tract 8101; Maricopa County; Arizona,0.0775,1.8,5.6,0.4,23.0,33.327879,-111.926683
04013810200,Census Tract 8102; Maricopa County; Arizona,0.2562,7.3,1.8,2.0,9.9,33.324031,-111.901259
04013810300,Census Tract 8103; Maricopa County; Arizona,0.6159,15.8,8.9,3.7,14.7,33.327278,-111.886396
04013810400,Census Tract 8104; Maricopa County; Arizona,0.3193,8.6,4.5,3.2,9.6,33.318905,-111.958054
04013810500,Census Tract 8105; Maricopa County; Arizona,0.3146,16.8,7.6,2.0,16.2,33.315354,-111.937607
04013810600,Census Tract 8106; Maricopa County; Arizona,0.287,12.2,1.8,2.2,12.7,33.316895,-111.919719
04013810700,Census Tract 8107; Maricopa County; Arizona,0.397,18.5,6.3,1.3,8.6,33.311198,-111.902363
04013810800,Census Tract 8108; Maricopa County; Arizona,0.2366,5.0,4.5,0.6,13.8,33.314087,-111.887045
04013810900,Census Tract 8109; Maricopa County; Arizona,0.4049,9.2,7.7,4.0,10.5,33.299605,-111.934971
04013811000,Census Tract 8110; Maricopa County; Arizona,0.0995,3.8,4.7,0.0,12.3,33.299153,-111.923437
04013811100,Census Tract 8111; Maricopa County; Arizona,0.4343,21.6,8.3,2.0,6.3,33.299191,-111.899544
04013811200,Census Tract 8112; Maricopa County; Arizona,0.3803,9.7,4.5,5.5,5.8,33.294808,-111.886913
04013811300,Census Tract 8113; Maricopa County; Arizona,0.0851,7.9,8.6,1.6,6.9,33.324052,-111.817114
04013811400,Census Tract 8114; Maricopa County; Arizona,0.157,14.9,4.2,0.0,13.2,33.314893,-111.816741
04013811500,Census Tract 8115; Maricopa County; Arizona,0.123,12.1,7.0,2.4,16.5,33.311851,-111.800316
04013811600,Census Tract 8116; Maricopa County; Arizona,0.2453,13.4,3.3,2.7,12.9,33.300456,-111.815597
04013811700,Census Tract 8117; Maricopa County; Arizona,0.4949,10.5,9.9,2.9,18.8,33.300367,-111.79836
04013811800,Census Tract 8118; Maricopa County; Arizona,0.1677,0.7,6.1,2.3,13.4,33.286885,-111.885851
04013811900,Census Tract 8119; Maricopa County; Arizona,0.1847,2.9,3.4,0.0,14.8,33.283454,-111.866761
04013812000,Census Tract 8120; Maricopa County; Arizona,0.829,22.5,19.0,9.7,7.3,33.286768,-111.850533
04013812100,Census Tract 8121; Maricopa County; Arizona,0.3416,13.8,13.1,1.5,18.5,33.286425,-111.823831
04013812200,Census Tract 8122; Maricopa County; Arizona,0.3015,9.3,7.6,3.5,8.8,33.268869,-111.876134
04013812300,Census Tract 8123; Maricopa County; Arizona,0.336,4.9,4.5,3.5,5.6,33.270491,-111.847925
04013812400,Census Tract 8124; Maricopa County; Arizona,0.2382,7.7,2.9,0.0,4.7,33.270686,-111.825131
04013812500,Census Tract 8125; Maricopa County; Arizona,0.1081,7.2,0.9,2.2,8.5,33.268454,-111.782949
04013812600,Census Tract 8126; Maricopa County; Arizona,0.1851,9.3,6.5,1.6,18.4,33.255025,-111.873226
04013812700,Census Tract 8127; Maricopa County; Arizona,0.3529,5.0,2.2,7.0,15.4,33.253997,-111.854985
04013812801,Census Tract 8128.01; Maricopa County; Arizona,0.3613,8.8,3.5,3.7,11.2,33.255314,-111.779391
04013812802,Census Tract 8128.02; Maricopa County; Arizona,0.2642,8.8,1.5,1.6,5.9,33.254747,-111.798862
04013812900,Census Tract 8129; Maricopa County; Arizona,0.1455,8.7,0.4,0.0,14.7,33.239434,-111.869872
04013813000,Census Tract 8130; Maricopa County; Arizona,0.1212,5.9,2.2,1.2,29.5,33.234328,-111.854805
04013813100,Census Tract 8131; Maricopa County; Arizona,0.0696,9.0,1.2,1.7,7.5,33.24024,-111.83238
04013813200,Census Tract 8132; Maricopa County; Arizona,0.0363,3.2,1.9,2.6,9.4,33.241106,-111.814873
04013813300,Census Tract 8133; Maricopa County; Arizona,0.0624,4.8,1.7,0.4,10.1,33.241326,-111.793901
04013813400,Census Tract 8134; Maricopa County; Arizona,0.0975,7.2,2.1,1.4,8.5,33.21965,-111.832651
04013813500,Census Tract 8135; Maricopa County; Arizona,0.1503,5.6,2.8,2.0,10.2,33.229081,-111.805831
