fips,location,svi_rpl_themes,ep_pov150,ep_uninsur,ep_noveh,ep_age65,centroid_lat,centroid_lon
04013103612,Census Tract 1036.12; Maricopa County; Arizona,0.3759,8.6,10.7,8.1,20.3,33.629664,-112.080911
04013103614,Census Tract 1036.14; Maricopa County; Arizona,0.2296,19.1,4.1,1.9,22.2,33.604503,-112.084903
04013103615,Census Tract 1036.15; Maricopa County; Arizona,0.9974,48.3,20.7,11.6,8.4,33.595138,-112.080657
04013103701,Census Tract 1037.01; Maricopa County; Arizona,0.9015,36.6,17.6,3.5,16.6,33.605943,-112.04872
04013103702,Census Tract 1037.02; Maricopa County; Arizona,0.5311,6.7,4.3,0.7,24.2,33.591562,-112.057098
04013103900,Census Tract 1039; Maricopa County; Arizona,0.6014,25.8,6.5,4.7,11.3,33.602506,-112.107032
04013104000,Census Tract 1040; Maricopa County; Arizona,0.954,36.9,16.6,12.5,13.5,33.602718,-112.125818
04013104100,Census Tract 1041; Maricopa County; Arizona,0.749,28.5,7.5,7.9,8.9,33.618758,-112.126116
04013104202,Census Tract 1042.02; Maricopa County; Arizona,0.4728,20.6,12.5,2.3,15.5,33.617226,-112.143202
04013104203,Census Tract 1042.03; Maricopa County; Arizona,0.6213,8.0,9.8,1.5,11.3,33.587412,-112.14423
04013104204,Census Tract 1042.04; Maricopa County; Arizona,0.5729,28.1,12.7,4.3,12.0,33.590475,-112.158959
04013104205,Census Tract 1042.05; Maricopa County; Arizona,0.898,28.0,16.6,22.9,16.7,33.577093,-112.132854
04013104206,Census Tract 1042.06; Maricopa County; Arizona,0.7165,20.9,10.9,2.3,14.0,33.573998,-112.144834
04013104207,Census Tract 1042.07; Maricopa County; Arizona,0.3876,15.8,3.4,3.9,20.1,33.633143,-112.12724
04013104212,Census Tract 1042.12; Maricopa County; Arizona,0.7169,15.3,10.8,0.0,15.1,33.604775,-112.143558
04013104214,Census Tract 1042.14; Maricopa County; Arizona,0.7583,25.5,4.9,18.1,35.8,33.632847,-112.178377
04013104215,Census Tract 1042.15; Maricopa County; Arizona,0.6736,14.3,10.8,4.0,14.5,33.631665,-112.195845
04013104216,Census Tract 1042.16; Maricopa County; Arizona,0.708,17.4,9.2,8.6,12.3,33.619496,-112.195794
04013104217,Census Tract 1042.17; Maricopa County; Arizona,0.739,25.3,8.5,11.6,18.6,33.617588,-112.176599
04013104218,Census Tract 1042.18; Maricopa County; Arizona,0.5808,13.9,13.9,0.0,9.7,33.616586,-112.162269
04013104219,Census Tract 1042.19; Maricopa County; Arizona,0.3201,16.6,15.4,2.2,11.4,33.603215,-112.15987
04013104221,Census Tract 1042.21; Maricopa County; Arizona,0.4944,12.3,8.5,3.6,18.1,33.590358,-112.176782
04013104222,Census Tract 1042.22; Maricopa County; Arizona,0.4807,11.5,4.2,5.5,11.5,33.588748,-112.196211
04013104223,Census Tract 1042.23; Maricopa County; Arizona,0.127,9.0,2.0,0.0,27.3,33.603808,-112.194344
04013104224,Census Tract 1042.24; Maricopa County; Arizona,0.6057,16.0,4.8,10.8,17.8,33.603912,-112.177643
04013104225,Census Tract 1042.25; Maricopa County; Arizona,0.4506,13.8,9.0,2.5,16.3,33.633896,-112.160119
04013104226,Census Tract 1042.26; Maricopa County; Arizona,0.7092,29.1,5.7,8.0,12.6,33.632596,-112.142256
04013104227,Census Tract 1042.27; Maricopa County; Arizona,0.5511,29.3,7.3,3.3,19.9,33.587612,-112.16373
04013104301,Census Tract 1043.01; Maricopa County; Arizona,0.6792,18.2,21.3,0.7,12.0,33.590099,-112.127762
04013104302,Census Tract 1043.02; Maricopa County; Arizona,0.8793,34.3,16.9,17.2,12.8,33.590434,-112.122819
04013104401,Census Tract 1044.01; Maricopa County; Arizona,0.9881,40.0,13.2,22.4,16.7,33.590617,-112.108385
04013104402,Census Tract 1044.02; Maricopa County; Arizona,0.8413,16.1,9.3,14.5,19.8,33.573719,-112.107262
04013104501,Census Tract 1045.01; Maricopa County; Arizona,0.996,49.2,22.8,16.3,7.6,33.571952,-112.091117
04013104502,Census Tract 1045.02; Maricopa County; Arizona,0.9595,33.6,21.4,13.9,7.2,33.578072,-112.088
04013104600,Census Tract 1046; Maricopa County; Arizona,0.8728,35.1,11.9,8.5,14.8,33.575709,-112.073647
04013104701,Census Tract 1047.01; Maricopa County; Arizona,0.8455,25.7,13.3,10.4,12.8,33.577867,-112.059551
04013104702,Census Tract 1047.02; Maricopa County; Arizona,0.9702,39.3,22.7,16.7,15.4,33.573899,-112.054827
04013104801,Census Tract 1048.01; Maricopa County; Arizona,0.085,8.8,3.0,2.1,18.5,33.580889,-112.034976
04013104802,Census Tract 1048.02; Maricopa County; Arizona,0.5161,17.6,9.8,3.7,23.5,33.59058,-112.029352
04013104900,Census Tract 1049; Maricopa County; Arizona,0.2868,9.2,6.5,2.7,18.7,33.590195,-112.006225
04013105002,Census Tract 1050.02; Maricopa County; Arizona,0.1051,15.5,6.1,2.3,29.0,33.520237,-111.948922
04013105003,Census Tract 1050.03; Maricopa County; Arizona,0.0043,6.4,1.3,0.0,26.3,33.564478,-111.955288
04013105004,Census Tract 1050.04; Maricopa County; Arizona,0.0953,11.0,0.6,0.0,32.3,33.547226,-111.955444
04013105101,Census Tract 1051.01; Maricopa County; Arizona,0.0347,4.6,3.0,0.6,20.4,33.57177,-111.997695
04013105102,Census Tract 1051.02; Maricopa County; Arizona,0.0456,8.4,0.5,4.4,24.2,33.556366,-112.014811
04013105103,Census Tract 1051.03; Maricopa County; Arizona,0.0577,5.0,10.0,0.0,35.3,33.536994,-111.991994
04013105200,Census Tract 1052; Maricopa County; Arizona,0.602,16.2,8.2,3.5,20.8,33.560932,-112.049641
04013105300,Census Tract 1053; Maricopa County; Arizona,0.6984,18.0,18.2,10.1,20.6,33.561169,-112.0731
04013105400,Census Tract 1054; Maricopa County; Arizona,0.3521,5.5,5.6,4.9,25.3,33.56001,-112.09308
04013105501,Census Tract 1055.01; Maricopa County; Arizona,0.7806,28.9,15.0,10.5,4.3,33.561068,-112.112649
04013105502,Census Tract 1055.02; Maricopa County; Arizona,0.9489,41.4,12.8,20.5,6.0,33.563711,-112.104072
04013105503,Census Tract 1055.03; Maricopa County; Arizona,0.7615,38.5,18.8,26.5,5.4,33.557591,-112.104432
04013105601,Census Tract 1056.01; Maricopa County; Arizona,0.6734,23.8,21.1,5.9,8.0,33.560998,-112.121301
04013105602,Census Tract 1056.02; Maricopa County; Arizona,0.9017,40.2,14.4,9.4,5.0,33.559423,-112.130491
04013105701,Census Tract 1057.01; Maricopa County; Arizona,0.8717,26.7,7.2,7.4,14.1,33.560326,-112.148414
04013105702,Census Tract 1057.02; Maricopa County; Arizona,0.8884,28.3,18.6,9.0,8.9,33.561352,-112.139218
04013105800,Census Tract 1058; Maricopa County; Arizona,0.5726,10.7,12.5,2.2,13.9,33.545989,-112.144484
04013105900,Census Tract 1059; Maricopa County; Arizona,0.9529,23.8,12.2,23.3,17.7,33.546984,-112.127617
04013106001,Census Tract 1060.01; Maricopa County; Arizona,0.9795,42.3,15.5,12.9,9.0,33.547418,-112.114948
04013106002,Census Tract 1060.02; Maricopa County; Arizona,0.7721,29.2,25.5,14.5,20.7,33.550408,-112.106557
04013106003,Census Tract 1060.03; Maricopa County; Arizona,0.9659,39.7,28.6,9.6,7.4,33.542782,-112.106636
04013106100,Census Tract 1061; Maricopa County; Arizona,0.736,14.7,6.9,21.5,31.4,33.545071,-112.0927
04013106200,Census Tract 1062; Maricopa County; Arizona,0.0833,9.2,1.9,0.0,25.6,33.546337,-112.074808
04013106300,Census Tract 1063; Maricopa County; Arizona,0.5642,11.5,5.7,16.8,27.1,33.548755,-112.055481
04013106400,Census Tract 1064; Maricopa County; Arizona,0.3876,14.1,11.1,1.8,12.8,33.530148,-112.037409
04013106501,Census Tract 1065.01; Maricopa County; Arizona,0.5448,12.6,6.7,11.2,11.7,33.531453,-112.060651
04013106502,Census Tract 1065.02; Maricopa County; Arizona,0.683,16.8,11.2,6.9,18.2,33.53099,-112.052369
04013106600,Census Tract 1066; Maricopa County; Arizona,0.5604,12.9,5.3,7.4,29.2,33.531868,-112.074701
04013106701,Census Tract 1067.01; Maricopa County; Arizona,0.929,43.2,14.6,21.2,7.3,33.535257,-112.096377
04013106702,Census Tract 1067.02; Maricopa County; Arizona,0.6513,14.9,9.1,13.1,25.7,33.535548,-112.087656
04013106703,Census Tract 1067.03; Maricopa County; Arizona,0.1505,10.5,9.8,1.9,17.8,33.528048,-112.09301
04013106801,Census Tract 1068.01; Maricopa County; Arizona,0.9933,71.2,17.5,29.9,2.4,33.531658,-112.114771
04013106802,Census Tract 1068.02; Maricopa County; Arizona,0.945,18.8,13.3,12.7,17.0,33.532082,-112.106866
04013106900,Census Tract 1069; Maricopa County; Arizona,0.7485,34.2,24.6,0.9,8.7,33.531847,-112.125604
04013107001,Census Tract 1070.01; Maricopa County; Arizona,0.8688,34.7,27.9,4.0,9.5,33.531357,-112.148685
04013107002,Census Tract 1070.02; Maricopa County; Arizona,0.925,42.5,13.1,7.2,11.7,33.532192,-112.13859
04013107101,Census Tract 1071.01; Maricopa County; Arizona,0.9131,37.8,18.7,3.2,6.4,33.519711,-112.145097
04013107102,Census Tract 1071.02; Maricopa County; Arizona,0.9013,34.3,21.7,5.1,7.3,33.513527,-112.145633
04013107201,Census Tract 1072.01; Maricopa County; Arizona,0.9391,58.6,15.0,5.3,1.1,33.514017,-112.126006
04013107202,Census Tract 1072.02; Maricopa County; Arizona,0.8069,32.8,24.8,2.6,6.2,33.520377,-112.126539
04013107300,Census Tract 1073; Maricopa County; Arizona,0.9368,32.9,21.1,6.4,9.3,33.51652,-112.108485
04013107401,Census Tract 1074.01; Maricopa County; Arizona,0.5902,10.9,7.5,12.4,14.7,33.515077,-112.087811
04013107402,Census Tract 1074.02; Maricopa County; Arizona,0.8857,33.6,8.9,15.3,4.0,33.511988,-112.096271
04013107403,Census Tract 1074.03; Maricopa County; Arizona,0.9244,62.1,9.8,39.5,11.0,33.51527,-112.09615
04013107404,Census Tract 1074.04; Maricopa County; Arizona,0.8836,67.9,5.7,17.8,4.3,33.520948,-112.096087
04013107500,Census Tract 1075; Maricopa County; Arizona,0.1511,9.6,13.0,2.7,15.8,33.516914,-112.073735
04013107601,Census Tract 1076.01; Maricopa County; Arizona,0.534,23.6,7.3,16.4,25.2,33.516489,-112.061066
04013107602,Census Tract 1076.02; Maricopa County; Arizona,0.3788,16.2,5.9,8.7,10.2,33.516937,-112.052972
04013107700,Census Tract 1077; Maricopa County; Arizona,0.1582,4.7,4.2,10.2,16.6,33.516581,-112.040488
04013107800,Census Tract 1078; Maricopa County; Arizona,0.0694,9.6,1.1,4.8,45.0,33.523156,-112.022663
04013107900,Census Tract 1079; Maricopa County; Arizona,0.4347,15.9,11.3,14.9,26.1,33.514494,-111.973069
04013108000,Census Tract 1080; Maricopa County; Arizona,0.0116,1.8,1.1,1.3,22.2,33.495075,-111.961848
04013108100,Census Tract 1081; Maricopa County; Arizona,0.0804,2.5,16.0,2.2,9.3,33.505613,-111.983557
04013108200,Census Tract 1082; Maricopa County; Arizona,0.2955,16.2,4.6,5.7,15.9,33.500976,-111.988386
04013108301,Census Tract 1083.01; Maricopa County; Arizona,0.2096,7.7,6.6,2.0,17.7,33.510911,-112.005079
04013108302,Census Tract 1083.02; Maricopa County; Arizona,0.4415,19.2,9.1,4.1,15.9,33.499392,-112.005458
04013108400,Census Tract 1084; Maricopa County; Arizona,0.5092,16.9,7.8,14.6,17.4,33.500325,-112.023187
04013108501,Census Tract 1085.01; Maricopa County; Arizona,0.4977,25.2,15.8,1.9,9.1,33.50265,-112.043617
04013108502,Census Tract 1085.02; Maricopa County; Arizona,0.1074,10.8,12.1,2.7,10.5,33.501326,-112.034556
04013108601,Census Tract 1086.01; Maricopa County; Arizona,0.9447,33.0,15.4,18.8,13.7,33.498076,-112.059273
04013108602,Census Tract 1086.02; Maricopa County; Arizona,0.7754,30.7,12.7,2.3,12.9,33.503184,-112.056224
04013108802,Census Tract 1088.02; Maricopa County; Arizona,0.5967,20.0,19.7,14.2,8.2,33.50571,-112.076133
04013108901,Census Tract 1089.01; Maricopa County; Arizona,0.4648,20.7,14.0,12.5,10.2,33.498902,-112.090122
04013108902,Census Tract 1089.02; Maricopa County; Arizona,0.862,30.6,10.9,17.5,6.9,33.504562,-112.092211
04013109001,Census Tract 1090.01; Maricopa County; Arizona,0.9938,50.6,35.8,25.0,2.7,33.501772,-112.114867
04013109002,Census Tract 1090.02; Maricopa County; Arizona,0.9746,46.8,23.5,13.5,4.3,33.505216,-112.105343
04013109003,Census Tract 1090.03; Maricopa County; Arizona,0.9993,48.0,20.8,19.2,5.2,33.499288,-112.106677
04013109101,Census Tract 1091.01; Maricopa County; Arizona,0.7586,42.7,29.6,1.4,8.9,33.505677,-112.127523
04013109102,Census Tract 1091.02; Maricopa County; Arizona,0.9231,44.6,23.1,23.5,7.3,33.498996,-112.127623
04013109200,Census Tract 1092; Maricopa County; Arizona,0.9927,41.0,23.4,29.5,5.7,33.504562,-112.143652
04013109300,Census Tract 1093; Maricopa County; Arizona,0.6566,35.3,25.1,0.0,8.7,33.503203,-112.162069
04013109401,Census Tract 1094.01; Maricopa County; Arizona,0.9398,36.3,52.4,12.8,9.0,33.498632,-112.178714
04013109402,Census Tract 1094.02; Maricopa County; Arizona,0.9575,23.3,12.7,18.4,11.9,33.506748,-112.177899
04013109500,Census Tract 1095; Maricopa County; Arizona,0.8507,24.5,20.9,5.4,6.6,33.502766,-112.194848
04013109601,Census Tract 1096.01; Maricopa County; Arizona,0.9386,43.4,20.0,3.6,6.0,33.501682,-112.232956
04013109602,Census Tract 1096.02; Maricopa County; Arizona,0.8447,20.9,30.3,2.4,9.2,33.500156,-112.214585
04013109603,Census Tract 1096.03; Maricopa County; Arizona,0.7599,10.9,20.0,9.2,8.7,33.501907,-112.226404
04013109604,Census Tract 1096.04; Maricopa County; Arizona,0.7082,33.3,23.9,3.7,4.9,33.506356,-112.21125
04013109702,Census Tract 1097.02; Maricopa County; Arizona,0.8066,38.2,31.0,1.4,6.0,33.485779,-112.232057
04013109703,Census Tract 1097.03; Maricopa County; Arizona,0.9643,32.6,32.8,30.9,7.2,33.488111,-112.216608
04013109704,Census Tract 1097.04; Maricopa County; Arizona,0.8578,36.8,21.3,3.5,8.5,33.491613,-112.225214
04013109705,Census Tract 1097.05; Maricopa County; Arizona,0.4125,19.2,27.9,2.0,7.8,33.484133,-112.225031
04013109706,Census Tract 1097.06; Maricopa County; Arizona,0.7757,39.8,21.2,3.0,7.3,33.485449,-112.208067
04013109707,Census Tract 1097.07; Maricopa County; Arizona,0.8433,41.4,19.9,3.8,0.8,33.49074,-112.208005
04013109801,Census Tract 1098.01; Maricopa County; Arizona,0.8936,39.4,27.3,1.3,4.4,33.486773,-112.199998
04013109802,Census Tract 1098.02; Maricopa County; Arizona,0.8288,28.2,23.4,1.5,7.7,33.487292,-112.190652
04013109900,Census Tract 1099; Maricopa County; Arizona,0.9238,36.5,30.3,2.3,9.4,33.488631,-112.178843
04013110001,Census Tract 1100.01; Maricopa County; Arizona,0.7269,32.6,28.5,2.3,7.6,33.484328,-112.16122
04013110002,Census Tract 1100.02; Maricopa County; Arizona,0.8212,28.3,37.0,2.2,7.7,33.491648,-112.161525
04013110100,Census Tract 1101; Maricopa County; Arizona,0.8797,40.8,29.1,3.8,6.4,33.487174,-112.144431
04013110400,Census Tract 1104; Maricopa County; Arizona,0.6477,29.6,23.6,8.2,8.4,33.487747,-112.092464
04013110501,Census Tract 1105.01; Maricopa County; Arizona,0.7294,29.6,10.2,19.5,13.0,33.489412,-112.079091
04013110502,Census Tract 1105.02; Maricopa County; Arizona,0.6018,28.6,15.4,8.7,14.1,33.488775,-112.069429
04013110600,Census Tract 1106; Maricopa County; Arizona,0.7694,15.3,10.3,7.7,17.9,33.487586,-112.056224
04013110701,Census Tract 1107.01; Maricopa County; Arizona,0.894,29.3,19.4,9.4,10.0,33.487868,-112.044467
04013110702,Census Tract 1107.02; Maricopa County; Arizona,0.7047,25.8,15.1,6.4,9.2,33.488769,-112.037969
04013110801,Census Tract 1108.01; Maricopa County; Arizona,0.7843,23.2,19.3,6.3,11.2,33.492394,-112.021499
04013110802,Census Tract 1108.02; Maricopa County; Arizona,0.6104,26.9,7.8,7.4,23.7,33.484479,-112.021567
04013110901,Census Tract 1109.01; Maricopa County; Arizona,0.7488,19.4,7.7,23.5,14.5,33.489286,-112.008585
04013110902,Census Tract 1109.02; Maricopa County; Arizona,0.8497,27.6,14.7,11.0,10.0,33.488585,-112.000286
04013111000,Census Tract 1110; Maricopa County; Arizona,0.1398,12.8,8.3,3.7,13.7,33.487612,-111.988233
04013111100,Census Tract 1111; Maricopa County; Arizona,0.488,16.7,5.9,10.4,9.5,33.487636,-111.963213
04013111201,Census Tract 1112.01; Maricopa County; Arizona,0.8881,27.4,17.2,12.1,10.9,33.474092,-111.970463
04013111202,Census Tract 1112.02; Maricopa County; Arizona,0.7384,22.4,25.9,8.9,5.2,33.460262,-111.974424
04013111203,Census Tract 1112.03; Maricopa County; Arizona,0.5496,26.8,9.1,13.0,1.4,33.453688,-111.973596
04013111204,Census Tract 1112.04; Maricopa County; Arizona,0.3465,10.8,13.4,2.5,2.2,33.458503,-111.952196
04013111300,Census Tract 1113; Maricopa County; Arizona,0.5745,9.3,20.0,2.3,8.9,33.471031,-111.988005
04013111401,Census Tract 1114.01; Maricopa County; Arizona,0.7613,24.5,39.5,3.7,6.6,33.471819,-112.008932
04013111402,Census Tract 1114.02; Maricopa County; Arizona,0.8762,33.6,10.2,23.5,7.5,33.472348,-112.000247
04013111501,Census Tract 1115.01; Maricopa County; Arizona,0.8542,27.4,32.2,8.3,5.6,33.470135,-112.026457
04013111502,Census Tract 1115.02; Maricopa County; Arizona,0.9655,34.5,23.4,8.6,8.2,33.474204,-112.019289
04013111601,Census Tract 1116.01; Maricopa County; Arizona,0.9195,44.8,40.5,5.7,6.5,33.473888,-112.035882
04013111602,Census Tract 1116.02; Maricopa County; Arizona,0.9149,38.7,42.1,11.9,3.4,33.473439,-112.0427
04013111700,Census Tract 1117; Maricopa County; Arizona,0.5754,14.6,13.3,5.3,10.8,33.47485,-112.056144
04013111800,Census Tract 1118; Maricopa County; Arizona,0.3238,22.3,7.9,7.9,14.5,33.474437,-112.074769
04013111900,Census Tract 1119; Maricopa County; Arizona,0.0558,10.7,1.5,2.7,19.9,33.474355,-112.091407
04013112100,Census Tract 1121; Maricopa County; Arizona,0.7223,25.9,26.8,4.7,6.4,33.472518,-112.126561
04013112201,Census Tract 1122.01; Maricopa County; Arizona,0.8242,38.2,29.3,9.3,8.2,33.474787,-112.141191
04013112202,Census Tract 1122.02; Maricopa County; Arizona,0.9976,51.8,21.9,13.5,24.8,33.472889,-112.148015
04013112301,Census Tract 1123.01; Maricopa County; Arizona,0.8854,26.1,27.1,15.1,9.0,33.470643,-112.161811
04013112302,Census Tract 1123.02; Maricopa County; Arizona,0.9616,46.3,26.1,17.1,4.0,33.476918,-112.162489
04013112401,Census Tract 1124.01; Maricopa County; Arizona,0.8171,24.1,24.7,4.3,5.8,33.476422,-112.17545
04013112402,Census Tract 1124.02; Maricopa County; Arizona,0.6373,26.7,32.1,0.0,5.7,33.47006,-112.177842
04013112502,Census Tract 1125.02; Maricopa County; Arizona,0.8138,31.1,30.1,3.6,10.3,33.470002,-112.194946
04013112504,Census Tract 1125.04; Maricopa County; Arizona,0.9577,38.2,25.7,5.7,9.5,33.477716,-112.195301
04013112507,Census Tract 1125.07; Maricopa County; Arizona,0.9657,48.5,40.3,9.0,4.2,33.464347,-112.171039
04013112508,Census Tract 1125.08; Maricopa County; Arizona,0.7995,32.8,29.1,1.6,6.4,33.45765,-112.212105
04013112510,Census Tract 1125.10; Maricopa County; Arizona,0.4514,18.4,18.8,0.0,3.2,33.434945,-112.225
04013112512,Census Tract 1125.12; Maricopa County; Arizona,0.8903,49.7,27.7,0.0,6.7,33.45125,-112.178525
04013112514,Census Tract 1125.14; Maricopa County; Arizona,0.5321,15.4,11.6,2.7,5.1,33.407021,-112.159523
04013112515,Census Tract 1125.15; Maricopa County; Arizona,0.6056,16.9,25.9,6.3,7.1,33.413274,-112.197252
04013112516,Census Tract 1125.16; Maricopa County; Arizona,0.7758,26.9,28.6,2.0,6.5,33.429833,-112.190446
04013112517,Census Tract 1125.17; Maricopa County; Arizona,0.6383,16.6,16.9,1.4,5.8,33.414173,-112.211703
04013112518,Census Tract 1125.18; Maricopa County; Arizona,0.5241,22.3,14.2,0.0,4.8,33.404199,-112.218277
04013112519,Census Tract 1125.19; Maricopa County; Arizona,0.8599,58.0,27.8,0.0,7.4,33.47033,-112.212168
04013112520,Census Tract 1125.20; Maricopa County; Arizona,0.6535,33.7,21.7,0.7,5.8,33.476677,-112.212148
04013112521,Census Tract 1125.21; Maricopa County; Arizona,0.827,44.6,16.9,2.1,2.0,33.464494,-112.196185
04013112522,Census Tract 1125.22; Maricopa County; Arizona,0.851,34.5,28.1,5.0,5.3,33.457789,-112.192931
04013112523,Census Tract 1125.23; Maricopa County; Arizona,0.8165,29.0,6.0,1.1,1.5,33.474532,-112.230614
04013112524,Census Tract 1125.24; Maricopa County; Arizona,0.8681,37.3,12.4,2.1,0.2,33.462244,-112.226138
04013112601,Census Tract 1126.01; Maricopa County; Arizona,0.9678,53.9,22.0,20.5,8.1,33.463694,-112.1455
04013112602,Census Tract 1126.02; Maricopa County; Arizona,0.9946,49.9,28.7,9.8,5.6,33.457001,-112.144191
04013112700,Census Tract 1127; Maricopa County; Arizona,0.9178,45.2,29.0,8.2,7.9,33.458186,-112.124414
04013112900,Census Tract 1129; Maricopa County; Arizona,0.8699,36.4,18.6,11.1,7.2,33.459433,-112.091311
04013113000,Census Tract 1130; Maricopa County; Arizona,0.5924,20.3,13.7,8.5,4.9,33.461764,-112.07495
04013113100,Census Tract 1131; Maricopa County; Arizona,0.6979,47.9,13.5,22.5,8.6,33.456066,-112.073719
04013113201,Census Tract 1132.01; Maricopa County; Arizona,0.7356,40.9,17.8,11.8,6.4,33.455657,-112.05262
04013113202,Census Tract 1132.02; Maricopa County; Arizona,0.9002,42.5,30.6,14.0,4.4,33.455151,-112.06154
04013113204,Census Tract 1132.04; Maricopa County; Arizona,0.7836,24.4,20.1,18.9,11.4,33.462675,-112.05019
04013113301,Census Tract 1133.01; Maricopa County; Arizona,0.9994,66.0,17.7,30.3,8.7,33.457455,-112.039132
04013113502,Census Tract 1135.02; Maricopa County; Arizona,0.9324,54.3,34.8,11.1,4.9,33.455701,-112.017228
04013113503,Census Tract 1135.03; Maricopa County; Arizona,0.9563,40.7,32.9,12.7,5.5,33.462952,-112.025647
04013113601,Census Tract 1136.01; Maricopa County; Arizona,0.9469,33.4,36.1,7.1,1.5,33.461019,-112.003487
04013113602,Census Tract 1136.02; Maricopa County; Arizona,0.978,35.7,20.5,9.5,7.2,33.455894,-112.00708
04013113701,Census Tract 1137.01; Maricopa County; Arizona,0.9611,39.5,21.1,20.9,2.8,33.462217,-111.986614
04013113702,Census Tract 1137.02; Maricopa County; Arizona,0.658,38.7,21.1,4.0,4.0,33.454085,-111.986495
04013113800,Census Tract 1138; Maricopa County; Arizona,0.7594,27.5,15.1,7.5,5.3,33.437265,-111.99816
04013113900,Census Tract 1139; Maricopa County; Arizona,0.9835,73.4,15.6,49.2,3.9,33.444809,-112.039411
04013114000,Census Tract 1140; Maricopa County; Arizona,0.7611,39.5,17.8,24.2,10.2,33.445158,-112.057244
04013114100,Census Tract 1141; Maricopa County; Arizona,0.5012,27.5,2.8,32.8,3.8,33.447532,-112.074057
04013114200,Census Tract 1142; Maricopa County; Arizona,0.9366,45.4,16.2,12.0,14.5,33.441104,-112.075289
04013114301,Census Tract 1143.01; Maricopa County; Arizona,0.749,62.6,10.9,14.7,6.1,33.446943,-112.09393
04013114302,Census Tract 1143.02; Maricopa County; Arizona,0.9365,59.1,8.8,28.2,7.7,33.441094,-112.092852
04013114401,Census Tract 1144.01; Maricopa County; Arizona,0.8869,47.9,24.5,5.9,5.5,33.446423,-112.112619
04013114402,Census Tract 1144.02; Maricopa County; Arizona,0.7951,38.0,15.7,7.3,10.9,33.444891,-112.104081
04013114500,Census Tract 1145; Maricopa County; Arizona,0.9381,39.4,28.0,15.6,7.9,33.444994,-112.127077
04013114600,Census Tract 1146; Maricopa County; Arizona,0.9677,50.2,23.4,8.0,14.0,33.446331,-112.143183
04013114704,Census Tract 1147.04; Maricopa County; Arizona,0.8862,69.3,33.9,7.8,6.4,33.433969,-112.127676
04013114705,Census Tract 1147.05; Maricopa County; Arizona,0.0,,,,0.5,33.426756,-112.127622
04013114800,Census Tract 1148; Maricopa County; Arizona,0.9739,42.8,27.3,9.0,7.8,33.424215,-112.092493
04013114900,Census Tract 1149; Maricopa County; Arizona,0.9907,59.3,14.1,32.9,26.2,33.427518,-112.074451
04013115200,Census Tract 1152; Maricopa County; Arizona,0.8573,34.0,19.1,2.5,2.7,33.415117,-112.005537
04013115300,Census Tract 1153; Maricopa County; Arizona,0.9996,45.9,16.2,19.3,15.8,33.415489,-112.047805
04013115400,Census Tract 1154; Maricopa County; Arizona,0.9476,40.2,28.5,15.7,8.2,33.417584,-112.073791
04013115500,Census Tract 1155; Maricopa County; Arizona,0.8222,47.9,27.8,0.8,10.1,33.40071,-112.144482
04013115600,Census Tract 1156; Maricopa County; Arizona,0.6131,49.6,12.6,3.0,8.1,33.400403,-112.107827
04013115700,Census Tract 1157; Maricopa County; Arizona,0.8593,27.5,25.3,4.3,8.1,33.400262,-112.090629
04013115801,Census Tract 1158.01; Maricopa County; Arizona,0.9953,44.5,24.0,24.0,7.1,33.40055,-112.06961
04013115802,Census Tract 1158.02; Maricopa County; Arizona,0.9242,22.3,29.5,14.1,12.3,33.400449,-112.078742
04013115900,Census Tract 1159; Maricopa County; Arizona,0.8972,27.0,22.2,6.9,8.7,33.397993,-112.056857
04013116000,Census Tract 1160; Maricopa County; Arizona,0.8348,29.9,17.1,10.0,11.3,33.399524,-112.038123
04013116100,Census Tract 1161; Maricopa County; Arizona,0.8766,41.0,26.5,19.8,7.1,33.399144,-112.020973
04013116202,Census Tract 1162.02; Maricopa County; Arizona,0.6543,18.2,27.0,2.6,7.6,33.38815,-111.986739
04013116203,Census Tract 1162.03; Maricopa County; Arizona,0.6986,25.1,12.1,3.1,5.0,33.389789,-112.010255
04013116204,Census Tract 1162.04; Maricopa County; Arizona,0.7389,35.7,30.2,1.5,5.9,33.398403,-111.986219
04013116205,Census Tract 1162.05; Maricopa County; Arizona,0.7863,17.4,18.9,5.4,7.4,33.382039,-111.987625
04013116300,Census Tract 1163; Maricopa County; Arizona,0.9098,26.7,19.6,10.8,15.1,33.387921,-112.039245
04013116400,Census Tract 1164; Maricopa County; Arizona,0.8995,33.7,20.3,7.4,4.5,33.385717,-112.057069
04013116500,Census Tract 1165; Maricopa County; Arizona,0.9343,44.4,14.9,4.5,10.7,33.38581,-112.074264
04013116605,Census Tract 1166.05; Maricopa County; Arizona,0.5105,10.9,17.0,1.6,11.2,33.385824,-112.161538
04013116606,Census Tract 1166.06; Maricopa County; Arizona,0.8496,34.7,16.0,3.9,7.0,33.385276,-112.142091
04013116607,Census Tract 1166.07; Maricopa County; Arizona,0.6721,26.1,12.8,1.4,4.3,33.400339,-112.126134
04013116610,Census Tract 1166.10; Maricopa County; Arizona,0.3472,13.3,6.2,0.5,9.2,33.36909,-112.154749
04013116611,Census Tract 1166.11; Maricopa County; Arizona,0.7083,14.5,19.7,4.9,18.1,33.341955,-112.149323
04013116612,Census Tract 1166.12; Maricopa County; Arizona,0.569,21.3,4.9,2.6,4.8,33.369926,-112.125383
